Source,Venue Name,Street Address 1,Suburb,State,Postcode,Full Address,LGA,Metro / Regional,M/OM/R,Tourism Area,Contact Person First Name,Contact Person Surname,Contact Person Email,Contact Person Phone,General Email,General Phone,Website,Role,Venue Capacity,Venue Size,Venue Subdivision (as per APRA),Live,DJ,Venue Category,MV Determined Performance Type,Licence Type,Trading Hours,Frequency of Music Presentation,Presentation Classification,Booker,Sound Engineer,Cover Charge,Artist Payment,As per NSW definitions,As per UK definitions,Grouping,Group Definition,ABN,GST,TAGS,Lat,Long,GLat,GLong,Geocode Latitude,Geocode Longitude
VLMVA,Prince Of Wales Seymour,48 Emily Street,Seymour,VIC,3660.0,48 Emily Street Seymour VIC 3660 ,Mitchell Shire Council,Regional,Regional,Murray,,,,,manager@theprinceseymour.com.au,03 5792 1003,https://www.theprinceseymour.com.au/,Venue,230,Small,Hotel,Live,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.01892255,145.129474,-37.8176877,144.9660913,-37.8176877,144.9660913
VLMVA,Princes Pool And Karaoke,1032 Dandenong Rd,Carnegie,VIC,3163.0,1032 Dandenong Rd Carnegie VIC 3163 ,Glen Eira City Council,Metro,Metro,Melbourne,,,,,info@princes.net.au,+61 3 9191 8888,https://princes.net.au/,Venue,250,Medium,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 5am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.88364965,145.0534565,-37.4381041,143.892132,-37.4381041,143.892132
VLMVA,Princess Theatre,163-179 Spring Street,Melbourne,VIC,3000.0,163-179 Spring Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,hello@theprincesstheatre.com.au,+61 3 92999800,https://marrinergroup.com.au/princess-theatre,Venue,1556,Large,,,,500+,,Late-Night (General) Licence,Trading to 2am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.81072881,144.9724639,-38.6480213,145.6853817,-38.6480213,145.6853817
VLMVA,Project Brewing,3/12 Laser Drive,Rowville,VIC,3178.0,3/12 Laser Drive Rowville VIC 3178 ,Knox City Council,Metro,Outer Metro,Melbourne,,,,,braden@projectbrewing.com.au,0408 392 226,https://projectbrewing.com.au/,Venue,No Data,No Data,Bar,Live,,Under 500,,Producer's Licence,Producer's Licence,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.90968445,145.2450774,-38.3406738,144.3112826,-38.3406738,144.3112826
VLMVA,Prom Country Lodge,3800 South Gippsland Highway,Foster,VIC,3960.0,3800 South Gippsland Highway Foster VIC 3960 ,South Gippsland Shire Council,Regional,Regional,Gippsland,,,,,,,,Venue,125,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.64709807,146.2058226,-37.8116806,144.9669917,-37.8116806,144.9669917
VLMVA,Provincial Hotel,299 Brunswick Street,Fitzroy,VIC,3065.0,299 Brunswick Street Fitzroy VIC 3065 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,501,Medium,,,,500+,,Late-Night (General) Licence,Trading to 3am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.79814,144.978304,-38.3644394,142.4587588,-38.3644394,142.4587588
VLMVA,Purple Emerald Lounge Bar,349 High Street,Northcote,VIC,3070.0,349 High Street Northcote VIC 3070 ,Darebin City Council,Metro,Metro,Melbourne,Anderson,info@purpleemerald.com.au,61394827007,,info@purpleemerald.com.au,+61 3 9482 7007,https://www.purpleemerald.com.au,Venue,100,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,24 148 894 106,Yes,Venues,-37.770244,144.998637,-37.141421,142.5189137,-37.141421,142.5189137
APRA,Purple Hen Wines,96 Mcfees Rd,Rhyll,VIC,3923.0,96 Mcfees Rd Rhyll VIC 3923 ,Bass Coast Shire Council,Regional,Regional,Phillip Island,,,,,,,,Venue,No Data,No Data,Wineries or Vineyards,Live,,Under 500,,Producer's Licence,Producer's Licence,No Data,No Data,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.49358126,145.2928363,-37.8337648,144.9442994,-37.8337648,144.9442994
VLMVA,Pyalong Hotel,Northern Highway,Pyalong,VIC,3521.0,Northern Highway Pyalong VIC 3521 ,Mitchell Shire Council,Regional,Regional,Murray,,,,,,,,Venue,68,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.12288,144.8579216,-37.8008894,144.9530529,-37.8008894,144.9530529
VLMVA,Qdos Art Centre,35 Allenvale Road,Lorne,VIC,3232.0,35 Allenvale Road Lorne VIC 3232 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,qdosarts@outlook.com,+61 3 5289 1989,https://qdosarts.com,Venue,40,Small,Accommodation,Live,,Under 500,,On-Premises Licence,Ordinary Trading Hours,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.54443844,143.9657201,-37.8055641,144.9633777,-37.8055641,144.9633777
VLMVA,Qt Melbourne,131-141 Russell Street,Melbourne,VIC,3000.0,131-141 Russell Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,info@evt.com,+61 3 8636 8800,https://www.qthotels.com/melbourne/,Venue,885,Medium,Accommodation,,DJ,500+,,Late-Night (General) Licence,Trading to 2am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.81335671,144.9680754,-36.116583,143.7226761,-36.116583,143.7226761
VLMVA,Quadraphonic Club,345-347 Victoria Street,Brunswick,VIC,3056.0,345-347 Victoria Street Brunswick VIC 3056 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,665,Medium,,,,500+,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.766434,144.958337,-37.7683894,144.9600183,-37.7683894,144.9600183
VLMVA,Quality Hotel Bentinck,Cnr Bentinck & Gawler Streets,Portland,VIC,3305.0,Cnr Bentinck & Gawler Streets Portland VIC 3305 ,Glenelg Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,800,Medium,,,,500+,,Late-Night (General) Licence,Trading to 2am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.3475851,141.6055988,-36.370535,144.2321569,-36.370535,144.2321569
VLMVA,Quality Hotel Mildura Grand,Cnr Seventh Street & Langtree Ave,Mildura,VIC,3500.0,Cnr Seventh Street & Langtree Ave Mildura VIC 3500 ,Mildura Rural City Council,Regional,Regional,Murray,,,,,,,,Venue,1260,Large,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-34.18336,142.163488,-36.8591815,143.7310823,-36.8591815,143.7310823
VLMVA,Quarry Hotel Group,101 Lygon Street,Brunswick East,VIC,3057.0,101 Lygon Street Brunswick East VIC 3057 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,200,Small,Hotel,Live,,Under 500,,Late-Night (General) Licence,Trading to 3am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.775581,144.970858,-37.8011137,144.9979032,-37.8011137,144.9979032
VLMVA,Queen's Head Hotel Ballarat,146 Humffray Street North,Ballarat,VIC,3350.0,146 Humffray Street North Ballarat VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,105,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.55700499,143.8754454,-37.8785736,147.9601381,-37.8785736,147.9601381
VLMVA,Queens Arms Hotel,25 Russell Street,Bendigo,VIC,3550.0,25 Russell Street Bendigo VIC 3550 ,Greater Bendigo City Council,Regional,Regional,Goldfields,,,,,,+61 3 5443 3122,https://queensarms.com.au/,Venue,200,Small,Hotel,Live,,Under 500,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.7706678,144.278497,-37.8144958,144.9522648,-37.8144958,144.9522648
VLMVA,Queensberry Hotel,593 Swanston Sreet,Carlton,VIC,3053.0,593 Swanston Sreet Carlton VIC 3053 ,Melbourne City Council,Metro,Metro,Melbourne,Hunter,bigteerex@live.com,61405767475,,party@queensberryhotel.com.au,+61 3 9646 4875,,Venue,427,Medium,,,,Under 500,,Late-Night (General) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,"Yes, and it is a paid role","Yes, but it is an unpaid role",,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.80474315,144.9629618,-36.3729303,145.1316557,-36.3729303,145.1316557
VLMVA,Queenscliff Bowling Tennis And Croquet Club,118 Hesse Street,Queenscliff,VIC,3225.0,118 Hesse Street Queenscliff VIC 3225 ,Queenscliffe Borough Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.27188195,144.6566313,-36.4997186,145.388362,-36.4997186,145.388362
VLMVA,Queenscliff Brew House,2 Gellibrand Road,Queenscliff,VIC,3225.0,2 Gellibrand Road Queenscliff VIC 3225 ,Queenscliffe Borough Council,Regional,Regional,Geelong and the Bellarine,Kovacic,mitch.kovacic@queenscliffbrewhouse.com.au,61418517323,,mitch.kovacic@queenscliffbrewhouse.com.au,0418 517 323,http://www.queenscliffbrewhouse.com.au,Venue,630,Medium,Hotel,Live,,500+,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,"Yes, and it is a paid role","Yes, and it is a paid role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,95 193 273 153,Yes,Venues,-38.2657,144.6634,-38.0795863,145.4834474,-38.0795863,145.4834474
VLMVA,Queenscliff Golf Club,Swan Island,Queenscliff,VIC,3225.0,Swan Island Queenscliff VIC 3225 ,Queenscliffe Borough Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.2547967,144.6715498,-37.8353989,144.9557756,-37.8353989,144.9557756
GIGS,Queenscliff Town Hall,50 Learmonth Street,Queenscliff,VIC,3225.0,50 Learmonth Street Queenscliff VIC 3225 ,Queenscliffe Borough Council,Regional,Regional,Geelong and the Bellarine,Mutton,gpmutton@bigpond.net.au,61439860546,,,,https://queensclifftownhall.com.au/,Venue,No Data,No Data,,,,Under 500,,No Data,No Data,1 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,"Yes, and it is a paid role","Yes, and it is a paid stand alone role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,16 774 741 067,Yes,Venues,.,.,-38.1634357,145.9316383,-38.1634357,145.9316383
VLMVA,Rac Club,36 Bell Street,Torquay,VIC,3228.0,36 Bell Street Torquay VIC 3228 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,835,Medium,,,,500+,,Late-Night (General) Licence,Trading to 3am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-38.33819302,144.3193986,-37.8580221,144.9921132,-37.8580221,144.9921132
VLMVA,Racecourse Hotel,78 Cottrell Street,Werribee,VIC,3030.0,78 Cottrell Street Werribee VIC 3030 ,Wyndham City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,460,Medium,,,,Under 500,,Late-Night (General) Licence,Trading to 3am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.90169313,144.6528586,-37.8165202,144.8907819,-37.8165202,144.8907819
VLMVA,Rack Em Up,Showroom 2 26 John Street,Lilydale,VIC,3140.0,Showroom 2 26 John Street Lilydale VIC 3140 ,Yarra Ranges Shire Council,Metro,Outer Metro,Melbourne,,,,,enquiries@reu.com.au,+61 3 9739 7888,reu.com.au,Venue,797,Medium,Hotel,Live,,500+,,On-Premises Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.758234,145.3461739,-38.483095,142.972638,-38.483095,142.972638
VLMVA,Racv Cape Schanck Resort,1104 Boneo Road,Cape Schanck,VIC,3939.0,1104 Boneo Road Cape Schanck VIC 3939 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,400,Medium,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.4562769,144.8993843,-35.8983486,141.9961513,-35.8983486,141.9961513
VLMVA,Racv Goldfields Resort,Midland Highway,Creswick,VIC,3363.0,Midland Highway Creswick VIC 3363 ,Hepburn Shire Council,Regional,Regional,Daylesford and Macedon Ranges,,,,,,,,Venue,3810,Large,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.44433203,143.8896114,-37.0226745,147.2405551,-37.0226745,147.2405551
VLMVA,Racv Inverloch Resort,Racv Holiday Resort 70 Cape Paterson-Inverloch Rd,Inverloch,VIC,3996.0,Racv Holiday Resort 70 Cape Paterson-Inverloch Rd Inverloch VIC 3996 ,Bass Coast Shire Council,Regional,Regional,Phillip Island,,,,,,,,Venue,1125,Large,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.6503166,145.6882542,-38.5206617,145.3378189,-38.5206617,145.3378189
APRA,RACV Torquay Resort,1 Great Ocean Rd,Torquay,VIC,3228.0,1 Great Ocean Rd Torquay VIC 3228 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,Motel or Resort,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-38.1760132,145.0805613,-38.1760132,145.0805613
VLMVA,Radio Bar And Cafe,357 Brunswick Street,Fitzroy,VIC,3065.0,357 Brunswick Street Fitzroy VIC 3065 ,Yarra City Council,Metro,Metro,Melbourne,,,,,radiobar79@gmail.com,0424 505 421,,Venue,90,Small,Bar,Live,DJ,Under 500,,General Licence,Ordinary Trading Hours,3 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.796438,144.978574,-37.8196129,145.1496832,-37.8196129,145.1496832
VLMVA,Radium,57 Buirwood Road,Hawthorn,VIC,3122.0,57 Buirwood Road Hawthorn VIC 3122 ,Boroondara City Council,Metro,Metro,Melbourne,,,,,info@mmbars.com.au,+61 3 9819 1952,radiumbar.com.au,Venue,No Data,No Data,Bar,Live,,Under 500,,No Data,No Data,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,.,.,-37.748597,145.003908,-37.748597,145.003908
VLMVA,Rafferty's Tavern,1145 Raglan Pde,Warrnambool,VIC,3280.0,1145 Raglan Pde Warrnambool VIC 3280 ,Warrnambool City Council,Regional,Regional,Great Ocean Road,,,,,manager@raffertystavern.com.au,+61 3 5561 1888,https://raffertystavern.com.au,Venue,1023,Large,Hotel,Live,,500+,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-38.38539697,142.5333424,-38.1519953,144.3589084,-38.1519953,144.3589084
VLMVA,Ragtime Tavern,206 Tyler St,Preston,VIC,3072.0,206 Tyler St Preston VIC 3072 ,Darebin City Council,Metro,Metro,Melbourne,Blanco,ragtimetavern@yahoo.com,,,ragtimetavern@yahoo.com,0418 557 650,https://ragtimetavern.com.au/,Venue,132,Small,Bar,Live,,Under 500,,On-Premises Licence,Ordinary Trading Hours,3 or more a week,Dedicated presenters: More than 1 a week,No,"Yes, and it is a paid role",,,,,Group A,Group A – Venues hosting 2 or more gigs per week,22 630 511 090,Yes,Venues,-37.7308311,145.0141647,-37.8694656,145.412382,-37.8694656,145.412382
VLMVA,Railway Club Hotel,107 Raglan Street,Port Melbourne,VIC,3207.0,107 Raglan Street Port Melbourne VIC 3207 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,info@railwayclubhotel.com.au,+61 3 9645 1661,https://www.railwayclubhotel.com.au,Venue,100,Small,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.833806,144.9443,-37.7431721,142.0255647,-37.7431721,142.0255647
VLMVA,Railway Club Hotel & Chase Nightclub,26 And 28 Station Street,Seymour,VIC,3660.0,26 And 28 Station Street Seymour VIC 3660 ,Mitchell Shire Council,Regional,Regional,Murray,,,,,INFO@RAILWAYCLUBSEYMOUR.COM.AU,+61 3 5792 1016,https://www.railwayclubseymour.com.au,Venue,920,Medium,,,,500+,,Late-Night (General) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.02395431,145.1379933,-37.0811983,144.2589279,-37.0811983,144.2589279
